id,display_name,center_id,center_name,region_id,employment_type,tenure_years,weekly_capacity,active_clients,utilization_rate,supervisor_eligible,training_completion_rate,primary_specialty
CNS-GYE-00885,상담사 GYE-07,CTR-GYE-025,포천시 가족센터,GYE,위촉,9.3,3,5,52.6,False,98.5,부모-자녀 갈등
CNS-GYE-00886,상담사 GYE-08,CTR-GYE-025,포천시 가족센터,GYE,위촉,7.9,3,6,74.4,False,100,이혼 전후
CNS-GYE-00887,상담사 GYE-09,CTR-GYE-025,포천시 가족센터,GYE,위촉,6.5,3,9,76.5,False,81.4,부부갈등
CNS-GYE-00888,상담사 GYE-10,CTR-GYE-025,포천시 가족센터,GYE,위촉,4.3,3,7,58.5,False,89.6,기타 가족관계
CNS-GYE-00889,상담사 GYE-01,CTR-GYE-026,여주시 가족센터,GYE,상근,7.5,6,11,79.5,False,91.6,개인 정서·위기
CNS-GYE-00890,상담사 GYE-02,CTR-GYE-026,여주시 가족센터,GYE,상근,8.0,6,10,75.4,False,100,부모-자녀 갈등
CNS-GYE-00891,상담사 GYE-03,CTR-GYE-026,여주시 가족센터,GYE,위촉,4.5,3,5,79.2,False,81.6,이혼 전후
CNS-GYE-00892,상담사 GYE-04,CTR-GYE-026,여주시 가족센터,GYE,위촉,3.1,3,4,67.6,False,96.1,부부갈등
CNS-GYE-00893,상담사 GYE-05,CTR-GYE-026,여주시 가족센터,GYE,위촉,6.3,3,4,79.2,False,87.0,기타 가족관계
CNS-GYE-00894,상담사 GYE-06,CTR-GYE-026,여주시 가족센터,GYE,위촉,6.3,3,9,52.6,False,87.5,개인 정서·위기
CNS-GYE-00895,상담사 GYE-07,CTR-GYE-026,여주시 가족센터,GYE,위촉,3.1,3,7,59.6,False,94.4,부모-자녀 갈등
CNS-GYE-00896,상담사 GYE-08,CTR-GYE-026,여주시 가족센터,GYE,위촉,8.6,3,9,51.8,False,100,이혼 전후
CNS-GYE-00897,상담사 GYE-09,CTR-GYE-026,여주시 가족센터,GYE,위촉,5.8,3,9,73.9,False,78.4,부부갈등
CNS-GYE-00898,상담사 GYE-10,CTR-GYE-026,여주시 가족센터,GYE,위촉,10.0,3,3,58.8,True,92.1,기타 가족관계
CNS-GYE-00899,상담사 GYE-01,CTR-GYE-027,동두천시 가족센터,GYE,상근,4.9,6,13,49.9,False,99.1,개인 정서·위기
CNS-GYE-00900,상담사 GYE-02,CTR-GYE-027,동두천시 가족센터,GYE,상근,11.2,6,13,76.7,True,77.4,부모-자녀 갈등
CNS-GYE-00901,상담사 GYE-03,CTR-GYE-027,동두천시 가족센터,GYE,위촉,7.6,3,7,63.0,False,82.4,이혼 전후
CNS-GYE-00902,상담사 GYE-04,CTR-GYE-027,동두천시 가족센터,GYE,위촉,2.6,3,10,84.8,False,84.2,부부갈등
CNS-GYE-00903,상담사 GYE-05,CTR-GYE-027,동두천시 가족센터,GYE,위촉,6.2,3,12,70.9,False,84.5,기타 가족관계
CNS-GYE-00904,상담사 GYE-06,CTR-GYE-027,동두천시 가족센터,GYE,위촉,5.5,3,8,55.6,False,70.4,개인 정서·위기
CNS-GYE-00905,상담사 GYE-07,CTR-GYE-027,동두천시 가족센터,GYE,위촉,4.4,3,5,74.3,False,90.6,부모-자녀 갈등
CNS-GYE-00906,상담사 GYE-08,CTR-GYE-027,동두천시 가족센터,GYE,위촉,5.5,3,7,55.6,False,83.6,이혼 전후
CNS-GYE-00907,상담사 GYE-09,CTR-GYE-027,동두천시 가족센터,GYE,위촉,1.9,3,5,49.0,False,89.2,부부갈등
CNS-GYE-00908,상담사 GYE-10,CTR-GYE-027,동두천시 가족센터,GYE,위촉,7.5,3,8,88.4,False,100,기타 가족관계
CNS-GYE-00909,상담사 GYE-01,CTR-GYE-028,양평군 가족센터,GYE,상근,3.4,6,14,73.9,False,87.9,개인 정서·위기
CNS-GYE-00910,상담사 GYE-02,CTR-GYE-028,양평군 가족센터,GYE,상근,10.0,6,13,70.2,True,76.8,부모-자녀 갈등
CNS-GYE-00911,상담사 GYE-03,CTR-GYE-028,양평군 가족센터,GYE,위촉,5.4,3,6,60.1,False,80.7,이혼 전후
CNS-GYE-00912,상담사 GYE-04,CTR-GYE-028,양평군 가족센터,GYE,위촉,8.0,3,7,83.5,True,75.3,부부갈등
CNS-GYE-00913,상담사 GYE-05,CTR-GYE-028,양평군 가족센터,GYE,위촉,4.7,3,8,53.8,False,88.7,기타 가족관계
CNS-GYE-00914,상담사 GYE-06,CTR-GYE-028,양평군 가족센터,GYE,위촉,5.6,3,3,70.6,False,87.6,개인 정서·위기
CNS-GYE-00915,상담사 GYE-07,CTR-GYE-028,양평군 가족센터,GYE,위촉,8.1,3,8,71.0,True,93.4,부모-자녀 갈등
CNS-GYE-00916,상담사 GYE-08,CTR-GYE-028,양평군 가족센터,GYE,위촉,8.0,3,7,58.0,False,100,이혼 전후
CNS-GYE-00917,상담사 GYE-01,CTR-GYE-029,가평군 가족센터,GYE,상근,10.3,6,11,81.9,False,84.8,기타 가족관계
CNS-GYE-00918,상담사 GYE-02,CTR-GYE-029,가평군 가족센터,GYE,상근,3.7,6,11,70.6,False,82.4,개인 정서·위기
CNS-GYE-00919,상담사 GYE-03,CTR-GYE-029,가평군 가족센터,GYE,위촉,4.8,3,3,77.6,False,97.7,부모-자녀 갈등
CNS-GYE-00920,상담사 GYE-04,CTR-GYE-029,가평군 가족센터,GYE,위촉,3.3,3,6,72.2,False,89.2,이혼 전후
CNS-GYE-00921,상담사 GYE-05,CTR-GYE-029,가평군 가족센터,GYE,위촉,8.1,3,3,73.3,True,95.8,부부갈등
CNS-GYE-00922,상담사 GYE-06,CTR-GYE-029,가평군 가족센터,GYE,위촉,6.5,3,10,69.4,False,100,기타 가족관계
CNS-GYE-00923,상담사 GYE-07,CTR-GYE-029,가평군 가족센터,GYE,위촉,9.2,3,6,78.2,True,86.7,개인 정서·위기
CNS-GYE-00924,상담사 GYE-08,CTR-GYE-029,가평군 가족센터,GYE,위촉,2.9,3,7,72.6,False,87.8,부모-자녀 갈등
CNS-GYE-00925,상담사 GYE-09,CTR-GYE-029,가평군 가족센터,GYE,위촉,7.4,3,6,76.5,False,82.5,이혼 전후
CNS-GYE-00926,상담사 GYE-10,CTR-GYE-029,가평군 가족센터,GYE,위촉,10.6,3,3,94.1,True,80.9,부부갈등
CNS-GYE-00927,상담사 GYE-11,CTR-GYE-029,가평군 가족센터,GYE,위촉,4.7,3,7,52.0,False,84.4,기타 가족관계
CNS-GYE-00928,상담사 GYE-12,CTR-GYE-029,가평군 가족센터,GYE,위촉,4.0,3,4,63.6,False,91.4,개인 정서·위기
CNS-GYE-00929,상담사 GYE-01,CTR-GYE-030,경기 건강가정지원센터 1,GYE,상근,4.6,6,11,78.2,False,88.5,개인 정서·위기
CNS-GYE-00930,상담사 GYE-02,CTR-GYE-030,경기 건강가정지원센터 1,GYE,상근,1.5,6,9,64.6,False,95.8,부모-자녀 갈등
CNS-GYE-00931,상담사 GYE-03,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,7.1,3,6,63.5,False,94.2,이혼 전후
CNS-GYE-00932,상담사 GYE-04,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,7.0,3,8,66.5,False,86.5,부부갈등
CNS-GYE-00933,상담사 GYE-05,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,8.9,3,3,66.4,True,94.0,기타 가족관계
CNS-GYE-00934,상담사 GYE-06,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,12.1,3,8,76.7,False,90.6,개인 정서·위기
CNS-GYE-00935,상담사 GYE-07,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,3.7,3,6,59.8,False,95.2,부모-자녀 갈등
CNS-GYE-00936,상담사 GYE-08,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,7.8,3,6,66.5,False,94.7,이혼 전후
CNS-GYE-00937,상담사 GYE-09,CTR-GYE-030,경기 건강가정지원센터 1,GYE,위촉,10.5,3,3,71.3,True,87.6,부부갈등
CNS-GYE-00938,상담사 GYE-01,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,상근,6.6,6,12,47.8,False,97.3,이혼 전후
CNS-GYE-00939,상담사 GYE-02,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,상근,3.0,6,10,62.6,False,98.4,부부갈등
CNS-GYE-00940,상담사 GYE-03,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,6.9,3,5,87.0,False,84.0,기타 가족관계
CNS-GYE-00941,상담사 GYE-04,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,1.4,3,7,83.5,False,91.4,개인 정서·위기
CNS-GYE-00942,상담사 GYE-05,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,4.2,3,5,76.9,False,83.3,부모-자녀 갈등
CNS-GYE-00943,상담사 GYE-06,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,0.3,3,7,48.5,False,99.3,이혼 전후
CNS-GYE-00944,상담사 GYE-07,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,2.2,3,6,71.9,False,89.5,부부갈등
CNS-GYE-00945,상담사 GYE-08,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,4.2,3,8,83.6,False,79.2,기타 가족관계
CNS-GYE-00946,상담사 GYE-09,CTR-GYE-031,경기 다문화가족지원센터 2,GYE,위촉,0.8,3,8,60.3,False,85.4,개인 정서·위기
CNS-GYE-00947,상담사 GYE-01,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,상근,3.6,6,13,56.4,False,82.5,기타 가족관계
CNS-GYE-00948,상담사 GYE-02,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,상근,8.9,6,11,80.2,True,100,개인 정서·위기
CNS-GYE-00949,상담사 GYE-03,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,상근,2.9,6,8,64.6,False,97.4,부모-자녀 갈등
CNS-GYE-00950,상담사 GYE-04,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,9.0,3,9,70.5,False,92.9,이혼 전후
CNS-GYE-00951,상담사 GYE-05,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,8.3,3,10,64.0,False,82.9,부부갈등
CNS-GYE-00952,상담사 GYE-06,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,5.1,3,11,59.5,False,88.9,기타 가족관계
CNS-GYE-00953,상담사 GYE-07,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,1.5,3,6,74.4,False,98.4,개인 정서·위기
CNS-GYE-00954,상담사 GYE-08,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,5.5,3,5,44.5,False,94.0,부모-자녀 갈등
CNS-GYE-00955,상담사 GYE-09,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,8.3,3,13,65.1,True,92.5,이혼 전후
CNS-GYE-00956,상담사 GYE-10,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,7.4,3,5,79.0,False,82.0,부부갈등
CNS-GYE-00957,상담사 GYE-11,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,8.7,3,8,62.1,False,85.8,기타 가족관계
CNS-GYE-00958,상담사 GYE-12,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,7.6,3,9,85.2,False,88.5,개인 정서·위기
CNS-GYE-00959,상담사 GYE-13,CTR-GYE-032,경기 다문화가족지원센터 3,GYE,위촉,7.8,3,4,73.3,False,92.5,부모-자녀 갈등
CNS-GAN-00960,상담사 GAN-01,CTR-GAN-001,춘천시 가족센터,GAN,상근,2.0,6,9,79.7,False,91.8,부부갈등
CNS-GAN-00961,상담사 GAN-02,CTR-GAN-001,춘천시 가족센터,GAN,위촉,6.2,3,3,69.8,False,90.4,기타 가족관계
CNS-GAN-00962,상담사 GAN-03,CTR-GAN-001,춘천시 가족센터,GAN,위촉,5.5,3,11,96.0,False,70.5,개인 정서·위기
CNS-GAN-00963,상담사 GAN-04,CTR-GAN-001,춘천시 가족센터,GAN,위촉,4.9,3,6,81.2,False,89.2,부모-자녀 갈등
CNS-GAN-00964,상담사 GAN-05,CTR-GAN-001,춘천시 가족센터,GAN,위촉,6.4,3,7,68.3,False,99.1,이혼 전후
CNS-GAN-00965,상담사 GAN-01,CTR-GAN-002,원주시 가족센터,GAN,상근,0.6,6,14,75.4,False,98.4,부부갈등
CNS-GAN-00966,상담사 GAN-02,CTR-GAN-002,원주시 가족센터,GAN,위촉,5.9,3,10,65.4,False,86.9,기타 가족관계
CNS-GAN-00967,상담사 GAN-03,CTR-GAN-002,원주시 가족센터,GAN,위촉,3.4,3,3,90.8,False,99.1,개인 정서·위기
CNS-GAN-00968,상담사 GAN-04,CTR-GAN-002,원주시 가족센터,GAN,위촉,8.9,3,10,58.2,True,82.6,부모-자녀 갈등
CNS-GAN-00969,상담사 GAN-05,CTR-GAN-002,원주시 가족센터,GAN,위촉,4.0,3,12,62.9,False,81.5,이혼 전후
CNS-GAN-00970,상담사 GAN-01,CTR-GAN-003,강릉시 가족센터,GAN,상근,5.9,6,11,75.7,False,85.3,부부갈등
CNS-GAN-00971,상담사 GAN-02,CTR-GAN-003,강릉시 가족센터,GAN,위촉,8.7,3,12,76.6,True,88.2,기타 가족관계
CNS-GAN-00972,상담사 GAN-03,CTR-GAN-003,강릉시 가족센터,GAN,위촉,8.8,3,4,82.1,True,86.5,개인 정서·위기
CNS-GAN-00973,상담사 GAN-04,CTR-GAN-003,강릉시 가족센터,GAN,위촉,3.7,3,8,73.6,False,100,부모-자녀 갈등
CNS-GAN-00974,상담사 GAN-01,CTR-GAN-004,동해시 가족센터,GAN,상근,1.9,6,11,88.7,False,90.8,개인 정서·위기
CNS-GAN-00975,상담사 GAN-02,CTR-GAN-004,동해시 가족센터,GAN,위촉,4.5,3,8,56.2,False,87.5,부모-자녀 갈등
CNS-GAN-00976,상담사 GAN-03,CTR-GAN-004,동해시 가족센터,GAN,위촉,9.1,3,6,80.4,False,82.4,이혼 전후
CNS-GAN-00977,상담사 GAN-04,CTR-GAN-004,동해시 가족센터,GAN,위촉,4.9,3,7,73.0,False,80.3,부부갈등
CNS-GAN-00978,상담사 GAN-05,CTR-GAN-004,동해시 가족센터,GAN,위촉,8.7,3,7,53.7,False,85.5,기타 가족관계
CNS-GAN-00979,상담사 GAN-01,CTR-GAN-005,태백시 가족센터,GAN,상근,11.0,6,14,90.0,False,83.6,개인 정서·위기
CNS-GAN-00980,상담사 GAN-02,CTR-GAN-005,태백시 가족센터,GAN,위촉,3.5,3,9,49.0,False,84.8,부모-자녀 갈등
CNS-GAN-00981,상담사 GAN-03,CTR-GAN-005,태백시 가족센터,GAN,위촉,11.3,3,7,67.6,False,95.8,이혼 전후
CNS-GAN-00982,상담사 GAN-04,CTR-GAN-005,태백시 가족센터,GAN,위촉,0.6,3,8,83.1,False,97.7,부부갈등
CNS-GAN-00983,상담사 GAN-05,CTR-GAN-005,태백시 가족센터,GAN,위촉,2.2,3,6,73.0,False,99.5,기타 가족관계
CNS-GAN-00984,상담사 GAN-01,CTR-GAN-006,속초시 가족센터,GAN,상근,6.5,6,14,73.4,False,81.8,개인 정서·위기
CNS-GAN-00985,상담사 GAN-02,CTR-GAN-006,속초시 가족센터,GAN,위촉,12.4,3,8,54.5,True,97.8,부모-자녀 갈등
CNS-GAN-00986,상담사 GAN-03,CTR-GAN-006,속초시 가족센터,GAN,위촉,3.1,3,6,75.3,False,83.9,이혼 전후
CNS-GAN-00987,상담사 GAN-04,CTR-GAN-006,속초시 가족센터,GAN,위촉,6.3,3,5,75.8,False,72.9,부부갈등
CNS-GAN-00988,상담사 GAN-05,CTR-GAN-006,속초시 가족센터,GAN,위촉,7.7,3,9,63.3,False,93.0,기타 가족관계
CNS-GAN-00989,상담사 GAN-01,CTR-GAN-007,삼척시 가족센터,GAN,상근,3.2,6,15,78.5,False,89.8,개인 정서·위기
CNS-GAN-00990,상담사 GAN-02,CTR-GAN-007,삼척시 가족센터,GAN,위촉,10.8,3,7,74.7,False,98.7,부모-자녀 갈등
CNS-GAN-00991,상담사 GAN-03,CTR-GAN-007,삼척시 가족센터,GAN,위촉,5.2,3,4,71.6,False,76.7,이혼 전후
CNS-GAN-00992,상담사 GAN-04,CTR-GAN-007,삼척시 가족센터,GAN,위촉,2.8,3,6,69.3,False,77.1,부부갈등
CNS-GAN-00993,상담사 GAN-01,CTR-GAN-008,홍천군 가족센터,GAN,상근,6.3,6,13,74.8,False,77.1,이혼 전후
CNS-GAN-00994,상담사 GAN-02,CTR-GAN-008,홍천군 가족센터,GAN,위촉,2.2,3,10,73.9,False,80.6,부부갈등
CNS-GAN-00995,상담사 GAN-03,CTR-GAN-008,홍천군 가족센터,GAN,위촉,4.5,3,8,71.7,False,85.1,기타 가족관계
CNS-GAN-00996,상담사 GAN-04,CTR-GAN-008,홍천군 가족센터,GAN,위촉,7.9,3,5,79.4,False,88.6,개인 정서·위기
CNS-GAN-00997,상담사 GAN-05,CTR-GAN-008,홍천군 가족센터,GAN,위촉,5.1,3,5,64.5,False,87.3,부모-자녀 갈등
CNS-GAN-00998,상담사 GAN-01,CTR-GAN-009,횡성군 가족센터,GAN,상근,7.2,6,8,51.6,False,89.1,이혼 전후
CNS-GAN-00999,상담사 GAN-02,CTR-GAN-009,횡성군 가족센터,GAN,위촉,0.3,3,6,78.9,False,89.5,부부갈등
CNS-GAN-01000,상담사 GAN-03,CTR-GAN-009,횡성군 가족센터,GAN,위촉,11.2,3,11,70.9,True,100,기타 가족관계
CNS-GAN-01001,상담사 GAN-04,CTR-GAN-009,횡성군 가족센터,GAN,위촉,8.4,3,7,55.5,False,89.9,개인 정서·위기
CNS-GAN-01002,상담사 GAN-05,CTR-GAN-009,횡성군 가족센터,GAN,위촉,9.3,3,8,59.8,False,87.7,부모-자녀 갈등
CNS-GAN-01003,상담사 GAN-01,CTR-GAN-010,영월군 가족센터,GAN,상근,8.7,6,17,78.2,False,84.5,이혼 전후
CNS-GAN-01004,상담사 GAN-02,CTR-GAN-010,영월군 가족센터,GAN,위촉,2.8,3,8,82.4,False,85.8,부부갈등
CNS-GAN-01005,상담사 GAN-03,CTR-GAN-010,영월군 가족센터,GAN,위촉,3.1,3,5,60.3,False,92.2,기타 가족관계
CNS-GAN-01006,상담사 GAN-04,CTR-GAN-010,영월군 가족센터,GAN,위촉,2.2,3,5,64.7,False,80.0,개인 정서·위기
CNS-GAN-01007,상담사 GAN-01,CTR-GAN-011,평창군 가족센터,GAN,상근,6.5,6,15,87.1,False,77.7,기타 가족관계
CNS-GAN-01008,상담사 GAN-02,CTR-GAN-011,평창군 가족센터,GAN,위촉,7.4,3,7,62.6,False,89.6,개인 정서·위기
CNS-GAN-01009,상담사 GAN-03,CTR-GAN-011,평창군 가족센터,GAN,위촉,3.3,3,8,85.1,False,75.1,부모-자녀 갈등
CNS-GAN-01010,상담사 GAN-04,CTR-GAN-011,평창군 가족센터,GAN,위촉,4.4,3,6,82.3,False,71.5,이혼 전후
CNS-GAN-01011,상담사 GAN-05,CTR-GAN-011,평창군 가족센터,GAN,위촉,7.0,3,9,70.9,False,73.9,부부갈등
CNS-GAN-01012,상담사 GAN-01,CTR-GAN-012,정선군 가족센터,GAN,상근,1.2,6,12,68.5,False,80.1,기타 가족관계
CNS-GAN-01013,상담사 GAN-02,CTR-GAN-012,정선군 가족센터,GAN,위촉,5.3,3,6,71.4,False,91.3,개인 정서·위기
CNS-GAN-01014,상담사 GAN-03,CTR-GAN-012,정선군 가족센터,GAN,위촉,3.2,3,7,67.4,False,99.6,부모-자녀 갈등
CNS-GAN-01015,상담사 GAN-04,CTR-GAN-012,정선군 가족센터,GAN,위촉,7.8,3,10,55.2,False,79.1,이혼 전후
CNS-GAN-01016,상담사 GAN-01,CTR-GAN-013,철원군 가족센터,GAN,상근,1.6,6,12,83.0,False,94.1,부모-자녀 갈등
CNS-GAN-01017,상담사 GAN-02,CTR-GAN-013,철원군 가족센터,GAN,위촉,1.4,3,7,52.1,False,86.6,이혼 전후
CNS-GAN-01018,상담사 GAN-03,CTR-GAN-013,철원군 가족센터,GAN,위촉,2.7,3,11,81.2,False,82.0,부부갈등
CNS-GAN-01019,상담사 GAN-04,CTR-GAN-013,철원군 가족센터,GAN,위촉,6.1,3,7,65.2,False,97.2,기타 가족관계
CNS-GAN-01020,상담사 GAN-01,CTR-GAN-014,화천군 가족센터,GAN,상근,7.5,6,13,85.2,False,82.0,부부갈등
CNS-GAN-01021,상담사 GAN-02,CTR-GAN-014,화천군 가족센터,GAN,위촉,4.7,3,10,74.9,False,88.3,기타 가족관계
CNS-GAN-01022,상담사 GAN-03,CTR-GAN-014,화천군 가족센터,GAN,위촉,5.7,3,6,88.2,False,88.1,개인 정서·위기
CNS-GAN-01023,상담사 GAN-04,CTR-GAN-014,화천군 가족센터,GAN,위촉,6.0,3,9,81.9,False,91.2,부모-자녀 갈등
CNS-GAN-01024,상담사 GAN-05,CTR-GAN-014,화천군 가족센터,GAN,위촉,8.6,3,7,89.5,False,84.7,이혼 전후
CNS-GAN-01025,상담사 GAN-01,CTR-GAN-015,양구군 가족센터,GAN,상근,0.7,6,11,64.6,False,82.6,부부갈등
CNS-GAN-01026,상담사 GAN-02,CTR-GAN-015,양구군 가족센터,GAN,위촉,4.2,3,7,65.8,False,80.0,기타 가족관계
CNS-GAN-01027,상담사 GAN-03,CTR-GAN-015,양구군 가족센터,GAN,위촉,5.1,3,4,77.3,False,84.7,개인 정서·위기
CNS-GAN-01028,상담사 GAN-04,CTR-GAN-015,양구군 가족센터,GAN,위촉,4.8,3,8,75.9,False,100,부모-자녀 갈등
CNS-GAN-01029,상담사 GAN-05,CTR-GAN-015,양구군 가족센터,GAN,위촉,2.4,3,4,55.5,False,90.2,이혼 전후
CNS-GAN-01030,상담사 GAN-01,CTR-GAN-016,인제군 가족센터,GAN,상근,4.1,6,15,50.7,False,94.8,부부갈등
CNS-GAN-01031,상담사 GAN-02,CTR-GAN-016,인제군 가족센터,GAN,위촉,0.6,3,12,80.7,False,94.9,기타 가족관계
CNS-GAN-01032,상담사 GAN-03,CTR-GAN-016,인제군 가족센터,GAN,위촉,3.0,3,12,65.5,False,76.8,개인 정서·위기
CNS-GAN-01033,상담사 GAN-04,CTR-GAN-016,인제군 가족센터,GAN,위촉,7.6,3,8,67.0,False,81.0,부모-자녀 갈등
CNS-GAN-01034,상담사 GAN-01,CTR-GAN-017,고성군 가족센터,GAN,상근,2.6,6,13,68.6,False,69.8,개인 정서·위기
CNS-GAN-01035,상담사 GAN-02,CTR-GAN-017,고성군 가족센터,GAN,위촉,4.1,3,3,71.0,False,80.5,부모-자녀 갈등
CNS-GAN-01036,상담사 GAN-03,CTR-GAN-017,고성군 가족센터,GAN,위촉,4.8,3,9,82.5,False,89.0,이혼 전후
CNS-GAN-01037,상담사 GAN-04,CTR-GAN-017,고성군 가족센터,GAN,위촉,2.4,3,5,65.9,False,76.6,부부갈등
CNS-GAN-01038,상담사 GAN-05,CTR-GAN-017,고성군 가족센터,GAN,위촉,2.5,3,7,85.7,False,68.2,기타 가족관계
CNS-GAN-01039,상담사 GAN-01,CTR-GAN-018,양양군 가족센터,GAN,상근,4.1,6,12,87.6,False,90.6,개인 정서·위기
CNS-GAN-01040,상담사 GAN-02,CTR-GAN-018,양양군 가족센터,GAN,위촉,6.3,3,6,70.8,False,93.8,부모-자녀 갈등
CNS-GAN-01041,상담사 GAN-03,CTR-GAN-018,양양군 가족센터,GAN,위촉,10.4,3,7,70.1,False,92.4,이혼 전후
CNS-GAN-01042,상담사 GAN-04,CTR-GAN-018,양양군 가족센터,GAN,위촉,6.4,3,7,67.1,False,80.7,부부갈등
CNS-GAN-01043,상담사 GAN-05,CTR-GAN-018,양양군 가족센터,GAN,위촉,9.4,3,7,63.7,False,82.2,기타 가족관계
CNS-GAN-01044,상담사 GAN-01,CTR-GAN-019,강원 건강가정지원센터 1,GAN,상근,9.5,6,12,66.6,True,92.2,개인 정서·위기
CNS-GAN-01045,상담사 GAN-02,CTR-GAN-019,강원 건강가정지원센터 1,GAN,위촉,3.4,3,12,76.9,False,88.7,부모-자녀 갈등
CNS-GAN-01046,상담사 GAN-03,CTR-GAN-019,강원 건강가정지원센터 1,GAN,위촉,6.7,3,7,62.0,False,87.3,이혼 전후
CNS-GAN-01047,상담사 GAN-04,CTR-GAN-019,강원 건강가정지원센터 1,GAN,위촉,6.7,3,11,71.1,False,94.2,부부갈등
CNS-GAN-01048,상담사 GAN-05,CTR-GAN-019,강원 건강가정지원센터 1,GAN,위촉,8.0,3,7,82.2,True,90.8,기타 가족관계
CNS-CBK-01049,상담사 CBK-01,CTR-CBK-001,청주시 가족센터,CBK,상근,6.6,6,13,49.9,False,90.1,개인 정서·위기
CNS-CBK-01050,상담사 CBK-02,CTR-CBK-001,청주시 가족센터,CBK,위촉,0.3,3,6,83.0,False,96.6,부모-자녀 갈등
CNS-CBK-01051,상담사 CBK-03,CTR-CBK-001,청주시 가족센터,CBK,위촉,7.7,3,3,63.2,False,98.9,이혼 전후
CNS-CBK-01052,상담사 CBK-04,CTR-CBK-001,청주시 가족센터,CBK,위촉,9.0,3,7,82.1,False,87.6,부부갈등
CNS-CBK-01053,상담사 CBK-05,CTR-CBK-001,청주시 가족센터,CBK,위촉,10.8,3,8,90.0,False,74.6,기타 가족관계
CNS-CBK-01054,상담사 CBK-01,CTR-CBK-002,충주시 가족센터,CBK,상근,5.7,6,10,80.2,False,84.0,개인 정서·위기
CNS-CBK-01055,상담사 CBK-02,CTR-CBK-002,충주시 가족센터,CBK,위촉,5.0,3,6,71.5,False,85.2,부모-자녀 갈등
CNS-CBK-01056,상담사 CBK-03,CTR-CBK-002,충주시 가족센터,CBK,위촉,8.9,3,5,97.3,False,73.8,이혼 전후
CNS-CBK-01057,상담사 CBK-04,CTR-CBK-002,충주시 가족센터,CBK,위촉,7.2,3,7,60.3,False,73.8,부부갈등
CNS-CBK-01058,상담사 CBK-05,CTR-CBK-002,충주시 가족센터,CBK,위촉,10.0,3,5,58.8,False,88.7,기타 가족관계
CNS-CBK-01059,상담사 CBK-01,CTR-CBK-003,제천시 가족센터,CBK,상근,1.9,6,18,64.4,False,82.0,개인 정서·위기
CNS-CBK-01060,상담사 CBK-02,CTR-CBK-003,제천시 가족센터,CBK,위촉,8.3,3,9,75.3,True,94.2,부모-자녀 갈등
CNS-CBK-01061,상담사 CBK-03,CTR-CBK-003,제천시 가족센터,CBK,위촉,7.7,3,8,76.9,False,100,이혼 전후
CNS-CBK-01062,상담사 CBK-04,CTR-CBK-003,제천시 가족센터,CBK,위촉,4.5,3,4,61.9,False,100,부부갈등
CNS-CBK-01063,상담사 CBK-05,CTR-CBK-003,제천시 가족센터,CBK,위촉,4.4,3,7,82.2,False,85.4,기타 가족관계
CNS-CBK-01064,상담사 CBK-01,CTR-CBK-004,보은군 가족센터,CBK,상근,2.9,6,12,66.8,False,91.7,개인 정서·위기
CNS-CBK-01065,상담사 CBK-02,CTR-CBK-004,보은군 가족센터,CBK,위촉,1.5,3,5,80.0,False,87.3,부모-자녀 갈등
CNS-CBK-01066,상담사 CBK-03,CTR-CBK-004,보은군 가족센터,CBK,위촉,8.3,3,5,68.0,False,74.6,이혼 전후
CNS-CBK-01067,상담사 CBK-04,CTR-CBK-004,보은군 가족센터,CBK,위촉,5.4,3,4,84.7,False,84.8,부부갈등
CNS-CBK-01068,상담사 CBK-05,CTR-CBK-004,보은군 가족센터,CBK,위촉,4.3,3,9,66.0,False,83.7,기타 가족관계
CNS-CBK-01069,상담사 CBK-01,CTR-CBK-005,옥천군 가족센터,CBK,상근,7.8,6,9,84.8,False,72.5,개인 정서·위기
