counselor_id,center_id,region_id,issue,client_count,standard_count,monitor_count,priority_review_count
CNS-GYE-00799,CTR-GYE-016,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00799,CTR-GYE-016,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00800,CTR-GYE-016,GYE,부부갈등,3,2,1,0
CNS-GYE-00800,CTR-GYE-016,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00800,CTR-GYE-016,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00800,CTR-GYE-016,GYE,이혼 전후,1,1,0,0
CNS-GYE-00801,CTR-GYE-016,GYE,부부갈등,3,2,1,0
CNS-GYE-00801,CTR-GYE-016,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00801,CTR-GYE-016,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00802,CTR-GYE-017,GYE,부부갈등,5,4,1,0
CNS-GYE-00802,CTR-GYE-017,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00802,CTR-GYE-017,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00802,CTR-GYE-017,GYE,이혼 전후,1,1,0,0
CNS-GYE-00803,CTR-GYE-017,GYE,부부갈등,4,3,1,0
CNS-GYE-00803,CTR-GYE-017,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00803,CTR-GYE-017,GYE,기타 가족관계,4,4,0,0
CNS-GYE-00804,CTR-GYE-017,GYE,부부갈등,4,4,0,0
CNS-GYE-00804,CTR-GYE-017,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00804,CTR-GYE-017,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00805,CTR-GYE-017,GYE,부부갈등,3,2,1,0
CNS-GYE-00805,CTR-GYE-017,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00805,CTR-GYE-017,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00806,CTR-GYE-017,GYE,부부갈등,2,2,0,0
CNS-GYE-00806,CTR-GYE-017,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00806,CTR-GYE-017,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00807,CTR-GYE-017,GYE,부부갈등,3,2,1,0
CNS-GYE-00807,CTR-GYE-017,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00807,CTR-GYE-017,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00807,CTR-GYE-017,GYE,이혼 전후,1,1,0,0
CNS-GYE-00808,CTR-GYE-017,GYE,부부갈등,3,2,1,0
CNS-GYE-00808,CTR-GYE-017,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00808,CTR-GYE-017,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00809,CTR-GYE-017,GYE,부부갈등,3,2,1,0
CNS-GYE-00809,CTR-GYE-017,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00809,CTR-GYE-017,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00810,CTR-GYE-017,GYE,부부갈등,3,2,1,0
CNS-GYE-00810,CTR-GYE-017,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00810,CTR-GYE-017,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00810,CTR-GYE-017,GYE,이혼 전후,1,1,0,0
CNS-GYE-00811,CTR-GYE-018,GYE,부부갈등,4,3,1,0
CNS-GYE-00811,CTR-GYE-018,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00811,CTR-GYE-018,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00811,CTR-GYE-018,GYE,이혼 전후,1,1,0,0
CNS-GYE-00812,CTR-GYE-018,GYE,부부갈등,3,3,0,0
CNS-GYE-00812,CTR-GYE-018,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00812,CTR-GYE-018,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00812,CTR-GYE-018,GYE,이혼 전후,1,1,0,0
CNS-GYE-00813,CTR-GYE-018,GYE,부부갈등,2,2,0,0
CNS-GYE-00813,CTR-GYE-018,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00813,CTR-GYE-018,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00814,CTR-GYE-018,GYE,부부갈등,1,1,0,0
CNS-GYE-00814,CTR-GYE-018,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00814,CTR-GYE-018,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00815,CTR-GYE-018,GYE,부부갈등,3,2,1,0
CNS-GYE-00815,CTR-GYE-018,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00815,CTR-GYE-018,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00816,CTR-GYE-018,GYE,부부갈등,1,1,0,0
CNS-GYE-00816,CTR-GYE-018,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00816,CTR-GYE-018,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00817,CTR-GYE-018,GYE,부부갈등,3,2,1,0
CNS-GYE-00817,CTR-GYE-018,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00817,CTR-GYE-018,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00817,CTR-GYE-018,GYE,이혼 전후,1,1,0,0
CNS-GYE-00818,CTR-GYE-018,GYE,부부갈등,3,2,1,0
CNS-GYE-00818,CTR-GYE-018,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00818,CTR-GYE-018,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00819,CTR-GYE-018,GYE,부부갈등,3,3,0,0
CNS-GYE-00819,CTR-GYE-018,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00819,CTR-GYE-018,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00820,CTR-GYE-019,GYE,부부갈등,3,3,0,0
CNS-GYE-00820,CTR-GYE-019,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00820,CTR-GYE-019,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00820,CTR-GYE-019,GYE,이혼 전후,1,1,0,0
CNS-GYE-00821,CTR-GYE-019,GYE,부부갈등,4,3,1,0
CNS-GYE-00821,CTR-GYE-019,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00821,CTR-GYE-019,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00822,CTR-GYE-019,GYE,부부갈등,3,2,1,0
CNS-GYE-00822,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00822,CTR-GYE-019,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00822,CTR-GYE-019,GYE,이혼 전후,1,1,0,0
CNS-GYE-00823,CTR-GYE-019,GYE,부부갈등,2,2,0,0
CNS-GYE-00823,CTR-GYE-019,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00823,CTR-GYE-019,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00824,CTR-GYE-019,GYE,부부갈등,3,3,0,0
CNS-GYE-00824,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00824,CTR-GYE-019,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00825,CTR-GYE-019,GYE,부부갈등,3,3,0,0
CNS-GYE-00825,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00825,CTR-GYE-019,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00826,CTR-GYE-019,GYE,부부갈등,2,2,0,0
CNS-GYE-00826,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00826,CTR-GYE-019,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00827,CTR-GYE-019,GYE,부부갈등,3,2,1,0
CNS-GYE-00827,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00827,CTR-GYE-019,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00828,CTR-GYE-019,GYE,부부갈등,3,2,1,0
CNS-GYE-00828,CTR-GYE-019,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00828,CTR-GYE-019,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00828,CTR-GYE-019,GYE,이혼 전후,1,1,0,0
CNS-GYE-00829,CTR-GYE-019,GYE,부부갈등,3,3,0,0
CNS-GYE-00829,CTR-GYE-019,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00829,CTR-GYE-019,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00830,CTR-GYE-020,GYE,부부갈등,5,4,1,0
CNS-GYE-00830,CTR-GYE-020,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00830,CTR-GYE-020,GYE,기타 가족관계,4,4,0,0
CNS-GYE-00830,CTR-GYE-020,GYE,이혼 전후,1,1,0,0
CNS-GYE-00831,CTR-GYE-020,GYE,부부갈등,5,5,0,0
CNS-GYE-00831,CTR-GYE-020,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00831,CTR-GYE-020,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00831,CTR-GYE-020,GYE,이혼 전후,1,1,0,0
CNS-GYE-00832,CTR-GYE-020,GYE,부부갈등,3,2,1,0
CNS-GYE-00832,CTR-GYE-020,GYE,부모-자녀 갈등,2,1,1,0
CNS-GYE-00832,CTR-GYE-020,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00833,CTR-GYE-020,GYE,부부갈등,3,2,1,0
CNS-GYE-00833,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00833,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00834,CTR-GYE-020,GYE,부부갈등,3,2,1,0
CNS-GYE-00834,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00834,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00835,CTR-GYE-020,GYE,부부갈등,2,2,0,0
CNS-GYE-00835,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00835,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00836,CTR-GYE-020,GYE,부부갈등,3,3,0,0
CNS-GYE-00836,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00836,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00837,CTR-GYE-020,GYE,부부갈등,3,2,1,0
CNS-GYE-00837,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00837,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00838,CTR-GYE-020,GYE,부부갈등,2,2,0,0
CNS-GYE-00838,CTR-GYE-020,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00838,CTR-GYE-020,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00839,CTR-GYE-021,GYE,부부갈등,5,4,1,0
CNS-GYE-00839,CTR-GYE-021,GYE,부모-자녀 갈등,4,3,1,0
CNS-GYE-00839,CTR-GYE-021,GYE,기타 가족관계,5,4,1,0
CNS-GYE-00839,CTR-GYE-021,GYE,이혼 전후,1,1,0,0
CNS-GYE-00840,CTR-GYE-021,GYE,부부갈등,4,3,1,0
CNS-GYE-00840,CTR-GYE-021,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00840,CTR-GYE-021,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00840,CTR-GYE-021,GYE,이혼 전후,1,1,0,0
CNS-GYE-00841,CTR-GYE-021,GYE,부부갈등,2,2,0,0
CNS-GYE-00841,CTR-GYE-021,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00841,CTR-GYE-021,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00842,CTR-GYE-021,GYE,부부갈등,2,2,0,0
CNS-GYE-00842,CTR-GYE-021,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00842,CTR-GYE-021,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00843,CTR-GYE-021,GYE,부부갈등,3,3,0,0
CNS-GYE-00843,CTR-GYE-021,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00843,CTR-GYE-021,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00843,CTR-GYE-021,GYE,이혼 전후,1,1,0,0
CNS-GYE-00844,CTR-GYE-021,GYE,부부갈등,2,2,0,0
CNS-GYE-00844,CTR-GYE-021,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00844,CTR-GYE-021,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00845,CTR-GYE-021,GYE,부부갈등,3,2,1,0
CNS-GYE-00845,CTR-GYE-021,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00845,CTR-GYE-021,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00845,CTR-GYE-021,GYE,이혼 전후,1,1,0,0
CNS-GYE-00846,CTR-GYE-021,GYE,부부갈등,2,1,1,0
CNS-GYE-00846,CTR-GYE-021,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00846,CTR-GYE-021,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00847,CTR-GYE-021,GYE,부부갈등,3,3,0,0
CNS-GYE-00847,CTR-GYE-021,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00847,CTR-GYE-021,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00848,CTR-GYE-021,GYE,부부갈등,2,2,0,0
CNS-GYE-00848,CTR-GYE-021,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00848,CTR-GYE-021,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00849,CTR-GYE-022,GYE,부부갈등,4,3,1,0
CNS-GYE-00849,CTR-GYE-022,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00849,CTR-GYE-022,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00850,CTR-GYE-022,GYE,부부갈등,5,4,1,0
CNS-GYE-00850,CTR-GYE-022,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00850,CTR-GYE-022,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00850,CTR-GYE-022,GYE,이혼 전후,1,1,0,0
CNS-GYE-00851,CTR-GYE-022,GYE,부부갈등,2,2,0,0
CNS-GYE-00851,CTR-GYE-022,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00851,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00852,CTR-GYE-022,GYE,부부갈등,2,2,0,0
CNS-GYE-00852,CTR-GYE-022,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00852,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00853,CTR-GYE-022,GYE,부부갈등,1,1,0,0
CNS-GYE-00853,CTR-GYE-022,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00853,CTR-GYE-022,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00854,CTR-GYE-022,GYE,부부갈등,2,2,0,0
CNS-GYE-00854,CTR-GYE-022,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00854,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00855,CTR-GYE-022,GYE,부부갈등,3,2,1,0
CNS-GYE-00855,CTR-GYE-022,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00855,CTR-GYE-022,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00855,CTR-GYE-022,GYE,이혼 전후,1,1,0,0
CNS-GYE-00856,CTR-GYE-022,GYE,부부갈등,2,2,0,0
CNS-GYE-00856,CTR-GYE-022,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00856,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00857,CTR-GYE-022,GYE,부부갈등,3,2,1,0
CNS-GYE-00857,CTR-GYE-022,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00857,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00858,CTR-GYE-022,GYE,부부갈등,2,2,0,0
CNS-GYE-00858,CTR-GYE-022,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00858,CTR-GYE-022,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00859,CTR-GYE-023,GYE,부부갈등,4,4,0,0
CNS-GYE-00859,CTR-GYE-023,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00859,CTR-GYE-023,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00860,CTR-GYE-023,GYE,부부갈등,5,4,1,0
CNS-GYE-00860,CTR-GYE-023,GYE,부모-자녀 갈등,4,4,0,0
CNS-GYE-00860,CTR-GYE-023,GYE,기타 가족관계,5,4,1,0
CNS-GYE-00860,CTR-GYE-023,GYE,이혼 전후,1,1,0,0
CNS-GYE-00861,CTR-GYE-023,GYE,부부갈등,3,2,1,0
CNS-GYE-00861,CTR-GYE-023,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00861,CTR-GYE-023,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00862,CTR-GYE-023,GYE,부부갈등,1,1,0,0
CNS-GYE-00862,CTR-GYE-023,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00862,CTR-GYE-023,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00863,CTR-GYE-023,GYE,부부갈등,3,3,0,0
CNS-GYE-00863,CTR-GYE-023,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00863,CTR-GYE-023,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00864,CTR-GYE-023,GYE,부부갈등,3,2,1,0
CNS-GYE-00864,CTR-GYE-023,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00864,CTR-GYE-023,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00865,CTR-GYE-023,GYE,부부갈등,2,2,0,0
CNS-GYE-00865,CTR-GYE-023,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00865,CTR-GYE-023,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00866,CTR-GYE-023,GYE,부부갈등,2,2,0,0
CNS-GYE-00866,CTR-GYE-023,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00866,CTR-GYE-023,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00867,CTR-GYE-023,GYE,부부갈등,3,2,1,0
CNS-GYE-00867,CTR-GYE-023,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00867,CTR-GYE-023,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00868,CTR-GYE-023,GYE,부부갈등,4,3,1,0
CNS-GYE-00868,CTR-GYE-023,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00868,CTR-GYE-023,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00869,CTR-GYE-024,GYE,부부갈등,4,3,1,0
CNS-GYE-00869,CTR-GYE-024,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00869,CTR-GYE-024,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00870,CTR-GYE-024,GYE,부부갈등,4,3,1,0
CNS-GYE-00870,CTR-GYE-024,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00870,CTR-GYE-024,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00871,CTR-GYE-024,GYE,부부갈등,3,3,0,0
CNS-GYE-00871,CTR-GYE-024,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00871,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00872,CTR-GYE-024,GYE,부부갈등,3,3,0,0
CNS-GYE-00872,CTR-GYE-024,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00872,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00873,CTR-GYE-024,GYE,부부갈등,2,2,0,0
CNS-GYE-00873,CTR-GYE-024,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00873,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00874,CTR-GYE-024,GYE,부부갈등,2,2,0,0
CNS-GYE-00874,CTR-GYE-024,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00874,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00875,CTR-GYE-024,GYE,부부갈등,3,3,0,0
CNS-GYE-00875,CTR-GYE-024,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00875,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00876,CTR-GYE-024,GYE,부부갈등,2,2,0,0
CNS-GYE-00876,CTR-GYE-024,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00876,CTR-GYE-024,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00877,CTR-GYE-024,GYE,부부갈등,2,2,0,0
CNS-GYE-00877,CTR-GYE-024,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00877,CTR-GYE-024,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00878,CTR-GYE-024,GYE,부부갈등,1,1,0,0
CNS-GYE-00878,CTR-GYE-024,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00878,CTR-GYE-024,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00879,CTR-GYE-025,GYE,부부갈등,3,3,0,0
CNS-GYE-00879,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00879,CTR-GYE-025,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00879,CTR-GYE-025,GYE,이혼 전후,1,1,0,0
CNS-GYE-00880,CTR-GYE-025,GYE,부부갈등,4,3,1,0
CNS-GYE-00880,CTR-GYE-025,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00880,CTR-GYE-025,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00881,CTR-GYE-025,GYE,부부갈등,2,2,0,0
CNS-GYE-00881,CTR-GYE-025,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00881,CTR-GYE-025,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00882,CTR-GYE-025,GYE,부부갈등,3,2,1,0
CNS-GYE-00882,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00882,CTR-GYE-025,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00883,CTR-GYE-025,GYE,부부갈등,2,2,0,0
CNS-GYE-00883,CTR-GYE-025,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00883,CTR-GYE-025,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00884,CTR-GYE-025,GYE,부부갈등,3,2,1,0
CNS-GYE-00884,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00884,CTR-GYE-025,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00884,CTR-GYE-025,GYE,이혼 전후,1,1,0,0
CNS-GYE-00885,CTR-GYE-025,GYE,부부갈등,2,2,0,0
CNS-GYE-00885,CTR-GYE-025,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00885,CTR-GYE-025,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00886,CTR-GYE-025,GYE,부부갈등,2,2,0,0
CNS-GYE-00886,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00886,CTR-GYE-025,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00887,CTR-GYE-025,GYE,부부갈등,3,2,1,0
CNS-GYE-00887,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00887,CTR-GYE-025,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00887,CTR-GYE-025,GYE,이혼 전후,1,1,0,0
CNS-GYE-00888,CTR-GYE-025,GYE,부부갈등,3,2,1,0
CNS-GYE-00888,CTR-GYE-025,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00888,CTR-GYE-025,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00889,CTR-GYE-026,GYE,부부갈등,4,3,1,0
CNS-GYE-00889,CTR-GYE-026,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00889,CTR-GYE-026,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00890,CTR-GYE-026,GYE,부부갈등,3,3,0,0
CNS-GYE-00890,CTR-GYE-026,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00890,CTR-GYE-026,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00890,CTR-GYE-026,GYE,이혼 전후,1,1,0,0
CNS-GYE-00891,CTR-GYE-026,GYE,부부갈등,2,2,0,0
CNS-GYE-00891,CTR-GYE-026,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00891,CTR-GYE-026,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00892,CTR-GYE-026,GYE,부부갈등,2,2,0,0
CNS-GYE-00892,CTR-GYE-026,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00892,CTR-GYE-026,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00893,CTR-GYE-026,GYE,부부갈등,2,2,0,0
CNS-GYE-00893,CTR-GYE-026,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00893,CTR-GYE-026,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00894,CTR-GYE-026,GYE,부부갈등,3,2,1,0
CNS-GYE-00894,CTR-GYE-026,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00894,CTR-GYE-026,GYE,기타 가족관계,3,2,1,0
CNS-GYE-00894,CTR-GYE-026,GYE,이혼 전후,1,1,0,0
CNS-GYE-00895,CTR-GYE-026,GYE,부부갈등,3,3,0,0
CNS-GYE-00895,CTR-GYE-026,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00895,CTR-GYE-026,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00896,CTR-GYE-026,GYE,부부갈등,3,2,1,0
CNS-GYE-00896,CTR-GYE-026,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00896,CTR-GYE-026,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00896,CTR-GYE-026,GYE,이혼 전후,1,1,0,0
CNS-GYE-00897,CTR-GYE-026,GYE,부부갈등,3,2,1,0
CNS-GYE-00897,CTR-GYE-026,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00897,CTR-GYE-026,GYE,기타 가족관계,3,3,0,0
CNS-GYE-00897,CTR-GYE-026,GYE,이혼 전후,1,1,0,0
CNS-GYE-00898,CTR-GYE-026,GYE,부부갈등,1,1,0,0
CNS-GYE-00898,CTR-GYE-026,GYE,부모-자녀 갈등,1,1,0,0
CNS-GYE-00898,CTR-GYE-026,GYE,기타 가족관계,1,1,0,0
CNS-GYE-00899,CTR-GYE-027,GYE,부부갈등,5,4,1,0
CNS-GYE-00899,CTR-GYE-027,GYE,부모-자녀 갈등,3,2,1,0
CNS-GYE-00899,CTR-GYE-027,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00899,CTR-GYE-027,GYE,이혼 전후,1,1,0,0
CNS-GYE-00900,CTR-GYE-027,GYE,부부갈등,5,4,1,0
CNS-GYE-00900,CTR-GYE-027,GYE,부모-자녀 갈등,3,3,0,0
CNS-GYE-00900,CTR-GYE-027,GYE,기타 가족관계,4,3,1,0
CNS-GYE-00900,CTR-GYE-027,GYE,이혼 전후,1,1,0,0
CNS-GYE-00901,CTR-GYE-027,GYE,부부갈등,3,3,0,0
CNS-GYE-00901,CTR-GYE-027,GYE,부모-자녀 갈등,2,2,0,0
CNS-GYE-00901,CTR-GYE-027,GYE,기타 가족관계,2,2,0,0
CNS-GYE-00902,CTR-GYE-027,GYE,부부갈등,3,3,0,0
CNS-GYE-00902,CTR-GYE-027,GYE,부모-자녀 갈등,3,2,1,0
